leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
1600008,FALCON RIDGE PUBLIC CHARTER SCHOOL INC.,ID,KUNA,276,,Independent charter district,1
2012600,Victoria,KS,Victoria,276,http://www.usd432.org,Regular public school district that is not a component of a supervisory union,2
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,MN,STEPHEN,276,http://www.sac.k12.mn.us/,Regular public school district that is not a component of a supervisory union,2
2931920,WHEATLAND R-II,MO,WHEATLAND,276,http://www.wheatlandschool.com,Regular public school district that is not a component of a supervisory union,2
3172420,KENESAW PUBLIC SCHOOLS,NE,KENESAW,276,,Regular public school district that is not a component of a supervisory union,2
4013650,HAMMON,OK,Hammon,276,http://www.hammon.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4019290,MAUD,OK,Maud,276,http://www.maud.k12.ok.us/,Regular public school district that is not a component of a supervisory union,2
4200860,Arts Academy CS,PA,Allentown,276,http://www.arts-cs.org/,Independent charter district,1
4843560,UNION HILL ISD,TX,GILMER,276,http://www.uhisd.com,Regular public school district that is not a component of a supervisory union,2
2680340,Delta-Schoolcraft ISD,MI,ESCANABA,275,,Specialized public school district,2
2913230,GREEN CITY R-I,MO,GREEN CITY,275,http://www.greencity.k12.mo.us/index.html,Regular public school district that is not a component of a supervisory union,2
3104140,BLOOMFIELD COMMUNITY SCHOOLS,NE,BLOOMFIELD,275,,Regular public school district that is not a component of a supervisory union,2
3302130,Candia School District,NH,Hooksett,275,http://sau15.net,Regular public school district that is not a component of a supervisory union,1
3399974,Lionheart Classical Academy Chartered Public School,NH,PETERBOROUGH,275,http://lionheartclassical.org/,Independent charter district,1
3810180,KENMARE 28,ND,Kenmare,275,http://www.kenmare.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
4025170,PRUE,OK,Prue,275,http://www.prue.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4503907,Governor's School for Science and Mathematics,SC,Hartsville,275,http://www.scgssm.org/,Regular public school district that is not a component of a supervisory union,1
4622410,Estelline School District 28-2,SD,Estelline,275,http://www.estellinek12.sd.us,Regular public school district that is not a component of a supervisory union,3
4800271,RICHLAND COLLEGIATE HIGH SCHOOL,TX,DALLAS,275,http://RichlandCollege.edu/RCHS/,Independent charter district,1
4901020,Tintic District,UT,Eureka,275,http://www.tintic.k12.ut.us,Regular public school district that is not a component of a supervisory union,5
5507680,Lake Holcombe School District,WI,Holcombe,275,http://www.lakeholcombe.k12.wi.us,Regular public school district that is not a component of a supervisory union,3
1800024,Indiana School For The Deaf,IN,Indianapolis,274,http://www.deafhoosiers.com,State operated agency,1
1800065,Renaissance Academy Charter School,IN,LaPorte,274,http://www.rschool.net/,Independent charter district,1
2200188,The NET Charter High School,LA,New Orleans,274,,Independent charter district,1
2680460,Gratiot-Isabella RESD,MI,ITHACA,274,http://www.giresd.net/giresd/,Specialized public school district,1
2700398,Northeast College Prep,MN,MINNEAPOLIS,274,http://northeastcollegeprep.org/,Independent charter district,1
2911070,DREXEL R-IV,MO,DREXEL,274,http://www.drexel.k12.mo.us/,Regular public school district that is not a component of a supervisory union,2
2932300,WORTH CO. R-III,MO,GRANT CITY,274,http://wc.k12.mo.us/,Regular public school district that is not a component of a supervisory union,2
3601227,KIPP BEYOND CHARTER SCHOOL,NY,NEW YORK,274,http://kippnyc.org,Independent charter district,1
3804560,GRIGGS COUNTY CENTRAL 18,ND,Cooperstown,274,http://www.griggscountycentral.org,Regular public school district that is not a component of a supervisory union,2
3812990,MINNEWAUKAN 5,ND,Minnewaukan,274,http://www.minnewaukan.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
3814940,PARSHALL 3,ND,Parshall,274,http://www.parshall.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
4016740,KREMLIN-HILLSDALE,OK,Kremlin,274,http://www.kremlin.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4650670,New Underwood School District 51-3,SD,New Underwood,274,http://www.newunderwood.k12.sd.us,Regular public school district that is not a component of a supervisory union,3
4827600,LINGLEVILLE ISD,TX,LINGLEVILLE,274,http://www.lingleville.us,Regular public school district that is not a component of a supervisory union,1
4834680,PETERSBURG ISD,TX,PETERSBURG,274,http://www.petersburgisd.net,Regular public school district that is not a component of a supervisory union,1
5008700,Weathersfield School District,VT,Ascutney,274,,Regular public school district that is a component of a supervisory union,1
5900142,Blackwater Community School,BI,Coolidge,274,http://bwcs.k12.az.us/,Regular public school district that is not a component of a supervisory union,1
0400785,AZ Compass Schools Inc. (89869),AZ,CHANDLER,273,http://www.azcompassprep.com/,Independent charter district,1
0405430,Naco Elementary District (4176),AZ,Naco,273,http://naco.k12.az.us,Regular public school district that is not a component of a supervisory union,1
0602296,Long Valley District,CA,Doyle,273,http://www.longvalleycs.org,Independent charter district,1
1800061,Geist Montessori Academy,IN,McCordsville,273,http://www.gmacademy.org,Independent charter district,1
2007800,Hodgeman County,KS,Jetmore,273,http://www.usd227.org,Regular public school district that is not a component of a supervisory union,2
2008310,Fairfield,KS,Langdon,273,http://www.usd310.org,Regular public school district that is not a component of a supervisory union,1
2200324,New Orleans Accelerated High School,LA,New Orleans,273,,Independent charter district,1
2700341,MINNESOTA INTERNSHIP CENTER,MN,MINNEAPOLIS,273,http://www.mnic.org/,Independent charter district,4
2922500,NIANGUA R-V,MO,NIANGUA,273,http://WWW.NIANGUASCHOOLS.COM,Regular public school district that is not a component of a supervisory union,2
3027630,West Yellowstone K-12,MT,West Yellowstone,273,http://www.westyellowstone.k12.mt.us,Regular public school district that is not a component of a supervisory union,3
3100077,DUNDY CO STRATTON PUBLIC SCHS,NE,BENKELMAN,273,,Regular public school district that is not a component of a supervisory union,2
3400036,Soaring Heights Charter School,NJ,Jersey City,273,http://www.shcsjc.org,Independent charter district,1
3601062,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,NY,BROOKLYN,273,http://www.successacademies.org,Independent charter district,1
3626580,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,NY,SHARON SPRINGS,273,http://www.sharonsprings.org,Regular public school district that is not a component of a supervisory union,1
3700341,Willow Oak Montessori,NC,Pittsboro,273,,Independent charter district,1
3901597,Orchard Park Academy,OH,Cleveland,273,http://www.orchardparkacademy.org,Independent charter district,1
4018660,MACOMB,OK,Macomb,273,http://www.macomb.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4033602,FORT COBB-BROXTON,OK,Fort Cobb,273,http://www.fcbmustangs.com,Regular public school district that is not a component of a supervisory union,2
4665180,Scotland School District 04-3,SD,Scotland,273,http://www.scotland.k12.sd.us,Regular public school district that is not a component of a supervisory union,3
0200270,Haines Borough School District,AK,Haines,272,http://www.hbsd.net,Regular public school district that is not a component of a supervisory union,3
0601486,Palm Lane Global Academy District,CA,Anaheim,272,http://www.palmlaneglobalacademy.org,Independent charter district,1
0601575,TEACH Prep Mildred S. Cunningham & Edith H. Morris Elem DIST,CA,Los Angeles,272,http://prep.teachpublicschools.org,Independent charter district,1
1704440,Astoria CUSD 1,IL,Astoria,272,http://www.acusd1.org,Regular public school district that is not a component of a supervisory union,3
1803330,Eminence Community School Corp,IN,Eminence,272,http://www.eminence.k12.in.us,Regular public school district that is not a component of a supervisory union,2
2600964,Four Corners Montessori Academy,MI,MADISON HEIGHTS,272,http://www.fourcornersmontessori.com,Independent charter district,1
2910710,DENT-PHELPS R-III,MO,SALEM,272,http://dentphelps.org,Regular public school district that is not a component of a supervisory union,1
3021270,Poplar H S,MT,Poplar,272,http://www.poplarschools.com,Regular public school district that is not a component of a supervisory union,1
3303318,Gathering Waters Charter School,NH,Keene,272,http://www.gatheringwaterscharter.org/,Independent charter district,2
3405460,Franklin Township School District,NJ,Quakertown,272,http://www.ftschool.org,Regular public school district that is not a component of a supervisory union,1
3411940,Oaklyn Public School District,NJ,Oaklyn,272,http://www.oaklynschool.org,Regular public school district that is not a component of a supervisory union,1
4003010,ANDERSON,OK,Sand Springs,272,http://www.andersontrojans.org,Regular public school district that is not a component of a supervisory union,1
4005340,BRAY-DOYLE,OK,Marlow,272,http://www.braydoyle.k12.ok.us/,Regular public school district that is not a component of a supervisory union,2
4006240,CALUMET,OK,Calumet,272,http://www.chs.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4026280,ROFF,OK,Roff,272,http://www.roff.k12.ok.us/,Regular public school district that is not a component of a supervisory union,2
4101020,Adrian SD 61,OR,Adrian,272,http://www.adriansd.org,Regular public school district that is not a component of a supervisory union,2
4223880,Turkeyfoot Valley Area SD,PA,Confluence,272,http://www.turkeyfoot.k12.pa.us/,Regular public school district that is not a component of a supervisory union,2
4801463,YELLOWSTONE COLLEGE PREPARATORY,TX,HOUSTON,272,http://www.yellowstonecollegeprep.org,Independent charter district,1
4821090,GOODRICH ISD,TX,GOODRICH,272,http://www.goodrichisd.net,Regular public school district that is not a component of a supervisory union,3
4900012,Utah Arts Academy,UT,SAINT GEORGE,272,,Independent charter district,1
5900045,Isna Wica Owayawa,BI,Oglala,272,http://isnawica.org,Regular public school district that is not a component of a supervisory union,1
0200810,Wrangell Public School District,AK,Wrangell,271,http://www.wpsd.us/,Regular public school district that is not a component of a supervisory union,3
0622950,Lost Hills Union Elementary,CA,Lost Hills,271,,Regular public school district that is not a component of a supervisory union,2
0804500,Hanover School District No. 28 in the county of El Paso an,CO,COLORADO SPRINGS,271,http://www.hanoverhornets.org,Regular public school district that is not a component of a supervisory union,3
2512570,Tisbury,MA,Vineyard Haven,271,http://www.mvyps.org/,Regular public school district that is not a component of a supervisory union,1
2700308,KIPP MINNESOTA CHARTER SCHOOL,MN,MINNEAPOLIS,271,http://www.kippminnesota.org/,Independent charter district,4
2905820,BRAYMER C-4,MO,BRAYMER,271,http://braymerbobcats.org,Regular public school district that is not a component of a supervisory union,2
2929130,ST. ELIZABETH R-IV,MO,ST ELIZABETH,271,http://STE.K12.MO.US,Regular public school district that is not a component of a supervisory union,2
3303360,Grantham School District,NH,Grantham,271,,Regular public school district that is not a component of a supervisory union,1
3305370,North Hampton School District,NH,Hampton,271,,Regular public school district that is not a component of a supervisory union,1
4200836,Gettysburg Montessori CS,PA,Gettysburg,271,http://www.gettysburgmontessoricharter.org/,Independent charter district,1
4829940,MCMULLEN COUNTY ISD,TX,TILDEN,271,http://www.mcisd.us,Regular public school district that is not a component of a supervisory union,1
4833390,O'DONNELL ISD,TX,O'DONNELL,271,http://odonnell.esc17.net,Regular public school district that is not a component of a supervisory union,1
4838040,ROTAN ISD,TX,ROTAN,271,http://www.rotan.org/,Regular public school district that is not a component of a supervisory union,1
4900036,East Hollywood High,UT,WEST VALLEY CITY,271,http://www.easthollywood.org,Independent charter district,1
4900069,Utah Schools for the Deaf and the Blind,UT,OGDEN,271,,State operated agency,9
5900148,Many Farms Community School,BI,Many Farms,271,http://www.mfcsaz.org,Regular public school district that is not a component of a supervisory union,1
0601641,Provisional Accelerated Learning Academy District,CA,San Bernardino,270,http://palcharteracademy.org,Independent charter district,1
0601954,Dual Language Immersion North County District,CA,Vista,270,http://www.dlinorthcounty.org/,Independent charter district,1
0602053,Maria Montessori Charter Academy District,CA,Rocklin,270,http://www.mmcharter.org,Independent charter district,1
0602306,Shasta Charter Academy District,CA,Redding,270,http://sca-edu.org,Independent charter district,1
1800225,Phalen Leadership Academy at Louis B Russell School 48,IN,Indianapolis,270,,Independent charter district,1
2009660,Marmaton Valley,KS,Moran,270,http://www.usd256.org,Regular public school district that is not a component of a supervisory union,3
2011220,Flinthills,KS,Rosalia,270,http://www.usd492.org,Regular public school district that is not a component of a supervisory union,4
2900604,ACADEMY FOR INTEGRATED ARTS,MO,KANSAS CITY,270,http://www.afiakc.org,Independent charter district,1
3502040,PENASCO,NM,PENASCO,270,http://www.penascoisd.com,Regular public school district that is not a component of a supervisory union,3
3800052,CENTER-STANTON 1,ND,Center,270,http://www.center-stanton.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
3901603,Lorain Bilingual Preparatory Academy,OH,Lorain,270,http://lorainbilingual.org/,Independent charter district,1
4003930,BENNINGTON,OK,Bennington,270,http://www.benningtonisd.org/,Regular public school district that is not a component of a supervisory union,2
4820610,GHOLSON ISD,TX,WACO,270,http://www.gholsonisd.org,Regular public school district that is not a component of a supervisory union,2
4822350,HAPPY ISD,TX,HAPPY,270,http://happyisd.net,Regular public school district that is not a component of a supervisory union,2
5513470,Seneca Area School District,WI,Seneca,270,http://www.seneca.k12.wi.us,Regular public school district that is not a component of a supervisory union,3
0400947,ASU Preparatory Academy - Casa Grande (92987),AZ,CASA GRANDE,269,http://asuprep.asu.edu,Independent charter district,1
0602575,KIPP University Park District,CA,Stockton,269,http://upmiddle.kippnorcal.org/,Independent charter district,1
0619140,Julian Union Elementary,CA,Julian,269,http://sites.google.com/juesd.net/juesd1/home,Regular public school district that is not a component of a supervisory union,2
2700187,AVALON SCHOOL,MN,SAINT PAUL,269,http://www.avalonschool.org/,Independent charter district,3
3003420,Belt Elem,MT,Belt,269,http://www.beltschool.com,Regular public school district that is not a component of a supervisory union,3
3601092,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),NY,BROOKLYN,269,http://www.tnaacs.org,Independent charter district,1
3601131,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,NY,BRONX,269,http://www.sbecacs.org,Independent charter district,1
3601137,STOREFRONT ACADEMY CHARTER SCHOOL,NY,BRONX,269,http://www.storefrontacademycs.org,Independent charter district,1
3601179,EARLY COLLEGE CHARTER SCHOOL,NY,STATEN ISLAND,269,http://www.nicotracharter.org,Independent charter district,1
3603060,SCHENEVUS CENTRAL SCHOOL DISTRICT,NY,SCHENEVUS,269,http://www.schenevuscsd.org,Regular public school district that is not a component of a supervisory union,1
3631500,WILLSBORO CENTRAL SCHOOL DISTRICT,NY,WILLSBORO,269,http://www.willsborocsd.org,Regular public school district that is not a component of a supervisory union,1
0400441,Imagine Middle at Surprise Inc. (88372),AZ,PHOENIX,268,http://surpriseprep.org/,Independent charter district,1
0401015,Cochise County Accommodation School District (1001687),AZ,BISBEE,268,,Regular public school district that is not a component of a supervisory union,1
0600021,Sunol Glen Unified,CA,Sunol,268,http://www.sunol.k12.ca.us,Regular public school district that is not a component of a supervisory union,1
0602546,El Rio Community District,CA,Los Angeles,268,http://www.elrioschool.org,Independent charter district,1
0602548,Clovis Global Academy District,CA,Clovis,268,http://www.clovisglobalacademy.org,Independent charter district,1
1600450,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,ID,BRUNEAU,268,,Regular public school district that is not a component of a supervisory union,3
2200017,Louisiana School for Math Science & the Arts,LA,Natchitoches,268,,Specialized public school district,1
3015200,Joliet Elem,MT,Joliet,268,http://www.jolietschools.org,Regular public school district that is not a component of a supervisory union,2
3601200,BRONX CHARTER SCHOOL FOR EXCELLENCE 5,NY,BRONX,268,http://www.excellencecommunityschools.org,Independent charter district,1
3628020,STAMFORD CENTRAL SCHOOL DISTRICT,NY,STAMFORD,268,http://www.stamfordcs.org,Regular public school district that is not a component of a supervisory union,1
4200042,Inquiry CS,PA,Philadelphia,268,http://www.cea-philly.org,Independent charter district,1
5506420,Highland School District,WI,Highland,268,http://www.highland.k12.wi.us,Regular public school district that is not a component of a supervisory union,3
0400770,Imagine Prep Surprise Inc. (89790),AZ,PHOENIX,267,http://surpriseprep.org/,Independent charter district,1
0601733,Opportunities for Learning - Baldwin Park District,CA,Irwindale,267,http://oflschools.org,Independent charter district,1
0804680,Holly School District No. Re-3,CO,HOLLY,267,http://www.hollyschool.org,Regular public school district that is not a component of a supervisory union,1
2010980,Blue Valley,KS,Randolph,267,http://www.usd384.org,Regular public school district that is not a component of a supervisory union,3
2303600,Bristol Public Schools,ME,Pemaquid,267,http://www.aos93.org,Regular public school district that is not a component of a supervisory union,1
2601011,Innocademy,MI,ZEELAND,267,http://www.innocademy.com,Independent charter district,1
2928470,SOUTH IRON CO. R-I,MO,ANNAPOLIS,267,http://www.sipanthers.k12.mo.us,Regular public school district that is not a component of a supervisory union,2
3013470,Harlowton K-12,MT,Harlowton,267,http://www.harlowton.k12.mt.us,Regular public school district that is not a component of a supervisory union,3
3412150,Ogdensburg Borough School District,NJ,Ogdensburg,267,http://www.obboe.org,Regular public school district that is not a component of a supervisory union,1
3417910,White Township Consolidated School District,NJ,Belvidere,267,http://www.whitetwpsd.org,Regular public school district that is not a component of a supervisory union,1
3501050,FORT SUMNER,NM,FORT SUMNER,267,http://www.ftsumnerk12.com,Regular public school district that is not a component of a supervisory union,3
3700425,The Experiential School of Greensboro,NC,Greensboro,267,,Independent charter district,1
4010500,EARLSBORO,OK,Earlsboro,267,http://www.earlsboro.k12.ok.us,Regular public school district that is not a component of a supervisory union,2
4027840,SMITHVILLE,OK,Smithville,267,http://www.smithville.k12.ok.us/,Regular public school district that is not a component of a supervisory union,3
4680445,Corsica-Stickney 21-3,SD,Corsica,267,http://corsica-stickney.k12.sd.us,Regular public school district that is not a component of a supervisory union,3
4825470,KENNARD ISD,TX,KENNARD,267,http://www.kennardisd.net,Regular public school district that is not a component of a supervisory union,1
0400122,Acclaim Charter School (4325),AZ,PHOENIX,266,http://www.acclaimacademy.org,Independent charter district,1
0400822,Daisy Education Corporation dba. Sonoran Science A (90541),AZ,PEORIA,266,http://www.sonoranschools.org/peoria,Independent charter district,1
0601626,KIPP San Francisco Bay Academy District,CA,San Francisco,266,http://sfbay.kippnorcal.org/,Independent charter district,1
0601925,Anahuacalmecac International Univ Prep of N. America DIST,CA,Los Angeles,266,http://www.dignidad.org,Independent charter district,1
0601936,Novato Charter District,CA,Novato,266,,Independent charter district,1
0602368,ICEF Vista Elementary Academy District,CA,Los Angeles,266,http://www.icefps.org,Independent charter district,1
0630450,Piner-Olivet Union Elementary,CA,Santa Rosa,266,http://www.pousd.org,Regular public school district that is not a component of a supervisory union,1
0807320,Wiley School District No. Re-13 Jt,CO,WILEY,266,http://www.wileyschool.org/,Regular public school district that is not a component of a supervisory union,2
1800188,James & Rosemary Phalen Leadership Academy Middle School,IN,Indianapolis,266,http://www.phalenacademies.org,Independent charter district,1
2680360,Dickinson-Iron ISD,MI,KINGSFORD,266,http://www.diisd.org,Specialized public school district,2
3013660,Hays-Lodge Pole K-12 Schls,MT,Hays,266,http://hlpschools.k12.mt.us,Regular public school district that is not a component of a supervisory union,3
3175330,PAWNEE CITY PUBLIC SCHOOLS,NE,PAWNEE CITY,266,,Regular public school district that is not a component of a supervisory union,2
3415600,Spring Lake Heights School District,NJ,Spring Lake Heights,266,http://www.slheights.org,Regular public school district that is not a component of a supervisory union,1
3500106,NORTH VALLEY ACADEMY,NM,ALBUQUERQUE,266,http://www.nvanm.org,Independent charter district,1
3680965,ROCHESTER ACADEMY OF SCIENCE CHARTER SCHOOL,NY,ROCHESTER,266,http://www.rocscicharterschools.org/,Independent charter district,1
3700448,Pocosin Innovative Charter,NC,Creswell,266,,Independent charter district,1
4033600,ZION,OK,Stilwell,266,http://www.zionjets.com,Regular public school district that is not a component of a supervisory union,1
4649650,Mount Vernon School District 17-3,SD,Mount Vernon,266,http://www.mtvernon.k12.sd.us,Regular public school district that is not a component of a supervisory union,3
4829520,MAY ISD,TX,MAY,266,http://www.mayisd.com,Regular public school district that is not a component of a supervisory union,2
0602271,Temecula International Academy District,CA,Temecula,265,http://www.temeculainternational.org,Independent charter district,1
1920830,North Kossuth Comm School District,IA,Swea City,265,http://www.nuwarriors.org,Regular public school district that is not a component of a supervisory union,2
3415240,South Hackensack School District,NJ,South Hackensack,265,http://www.shmemorial.org,Regular public school district that is not a component of a supervisory union,1
3901487,Ohio College Preparatory School,OH,Maple Heights,265,http://ohiocollegeprep.org/,Independent charter district,1
4015750,JENNINGS,OK,Jennings,265,http://www.jennings.k12.ok.us,Regular public school district that is not a component of a supervisory union,1
4648780,Montrose School District 43-2,SD,Montrose,265,http://www.montrose.k12.sd.us,Regular public school district that is not a component of a supervisory union,4
4835700,PRAIRIE LEA ISD,TX,PRAIRIE LEA,265,http://www.plisd.net,Regular public school district that is not a component of a supervisory union,1
4841250,SPRINGLAKE-EARTH ISD,TX,EARTH,265,http://www.springlake-earth.org,Regular public school district that is not a component of a supervisory union,3
4900125,Rockwell Charter High School,UT,EAGLE MOUNTAIN,265,http://www.rockwellhigh.net/,Independent charter district,1
4900155,Endeavor Hall,UT,WEST VALLEY CITY,265,http://www.endeavorhall.org/,Independent charter district,1
5309600,Waterville School District,WA,WATERVILLE,265,,Regular public school district that is not a component of a supervisory union,2
5500073,La Casa De Esperanza Inc,WI,Waukesha,265,http://www.lacasadeesperanza.org/,Independent charter district,1
0601569,WISH Academy High District,CA,Los Angeles,264,http://www.wishcharter.org,Independent charter district,1
1738190,Summersville SD 79,IL,Mount Vernon,264,http://www.summersville79.com,Regular public school district that is not a component of a supervisory union,1
2630480,North Dickinson County Schools,MI,FELCH,264,http://www.go-nordics.com,Regular public school district that is not a component of a supervisory union,1
2713020,GOODRIDGE PUBLIC SCHOOL DISTRICT,MN,GOODRIDGE,264,http://www.goodridge.k12.mn.us,Regular public school district that is not a component of a supervisory union,2
3418090,Woodbine School District,NJ,Woodbine,264,http://woodbineschool.com,Regular public school district that is not a component of a supervisory union,1
3618990,MENANDS UNION FREE SCHOOL DISTRICT,NY,MENANDS,264,http://www.menands.org,Regular public school district that is not a component of a supervisory union,1
3820310,WYNDMERE 42,ND,Wyndmere,264,http://www.wyndmere.k12.nd.us/,Regular public school district that is not a component of a supervisory union,2
4014730,HODGEN,OK,Hodgen,264,http://www.hodgen.k12.ok.us/,Regular public school district that is not a component of a supervisory union,1
4825950,KRESS ISD,TX,KRESS,264,http://www.kressonline.net,Regular public school district that is not a component of a supervisory union,2
0601992,Leonardo da Vinci Health Sciences Charter District,CA,Chula Vista,263,http://www.davincicharter.org,Independent charter district,1
0632400,Richfield Elementary,CA,Corning,263,http://www.richfieldschool.org,Regular public school district that is not a component of a supervisory union,1
2280102,Louisiana Key Academy- Northsore,LA,Covington,263,,Independent charter district,1
2600245,West Village Academy,MI,DEARBORN,263,http://westvillageacademy.org,Independent charter district,1
2926400,RICHLAND R-I,MO,ESSEX,263,http://WWW.RICHLAND.K12.MO.US/,Regular public school district that is not a component of a supervisory union,2
3017190,Lone Rock Elem,MT,Stevensville,263,http://lonerockschool.org,Regular public school district that is not a component of a supervisory union,2
3402370,Brooklawn Public School District,NJ,Brooklawn,263,http://www.alicecostello.com,Regular public school district that is not a component of a supervisory union,1
3412300,Oxford Township School District,NJ,Oxford,263,http://www.oxfordcentral.org,Regular public school district that is not a component of a supervisory union,1
3414040,Riverton School District,NJ,Riverton,263,http://www.riverton.k12.nj.us,Regular public school district that is not a component of a supervisory union,1
4289110,Intermediate Unit 1,PA,Coal Center,263,http://www.iu1.org,Service agency,0
4676740,Waverly School District 14-5,SD,Waverly,263,http://www.waverly.k12.sd.us,Regular public school district that is not a component of a supervisory union,3
4820100,FT DAVIS ISD,TX,FT DAVIS,263,http://www.fdisd.com,Regular public school district that is not a component of a supervisory union,1
4837380,ROBERT LEE ISD,TX,ROBERT LEE,263,http://www.rlisd.net,Regular public school district that is not a component of a supervisory union,5
0103583,Covenant Academy of Mobile,AL,Mobile,262,http://camobile.us,Independent charter district,1
0400952,Kaizen Education Foundation dba Colegio Petite Pho (92989),AZ,PHOENIX,262,http://www.colegioaz.com/,Independent charter district,1
0400999,Freedom Preparatory Academy (1000979),AZ,GILBERT,262,http://www.freedomk12.org,Independent charter district,1
0601797,Los Angeles Leadership Primary Academy District,CA,Los Angeles,262,http://laleadership.org,Independent charter district,1
0608580,Chualar Union,CA,Chualar,262,http://chualarusd.org/,Regular public school district that is not a component of a supervisory union,1
1800211,Purdue Polytechnic High Sch North,IN,Indianapolis,262,http://pphs.purdue.edu/about/our-schools/north-campus,Independent charter district,1
3601059,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,NY,BROOKLYN,262,http://www.launchschool.net,Independent charter district,1
3615870,JOHNSBURG CENTRAL SCHOOL DISTRICT,NY,NORTH CREEK,262,http://www.johnsburgcsd.org,Regular public school district that is not a component of a supervisory union,1
3806930,FLASHER 39,ND,Flasher,262,http://www.flasher.k12.nd.us,Regular public school district that is not a component of a supervisory union,2
4200130,Philadelphia Montessori CS,PA,Philadelphia,262,http://www.philadelphiamontessori.org,Independent charter district,1
4289270,BLaST IU 17,PA,Williamsport,262,http://www.iu17.org,Service agency,0
4647100,Menno School District 33-2,SD,Menno,262,http://menno.k12.sd.us,Regular public school district that is not a component of a supervisory union,5
0601562,Mission View Public District,CA,Santa Clarita,261,http://www.missionview.org,Independent charter district,1
0602171,Insight @ San Joaquin District,CA,Simi Valley,261,http://ca.insightschools.net/,Independent charter district,1
1733750,Riley CCSD 18,IL,Marengo,261,http://riley18.org,Regular public school district that is not a component of a supervisory union,1
2008040,Crest,KS,Colony,261,http://www.usd479.org/,Regular public school district that is not a component of a supervisory union,2
2500086,Community Charter School of Cambridge (District),MA,Cambridge,261,http://www.ccscambridge.org,Independent charter district,1
2601008,Madison-Carver Academy,MI,DETROIT,261,http://www.cornerstoneschools.org/school/madison-carver-academy/,Independent charter district,1
2700394,Agamim Classical Academy,MN,EDINA,261,http://agamim.org/,Independent charter district,1
3418180,Woodbury Heights Public School District,NJ,Woodbury Heights,261,http://www.woodburyhtselem.com,Regular public school district that is not a component of a supervisory union,1
3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,NY,STAR LAKE,261,http://www.cliftonfine.org,Regular public school district that is not a component of a supervisory union,2
3612660,GREEN ISLAND UNION FREE SCHOOL DISTRICT,NY,GREEN ISLAND,261,http://www.greenisland.org,Regular public school district that is not a component of a supervisory union,1
3680963,CITIZENSHIP AND SCIENCE ACADEMY OF ROCHESTER CHARTER SCHOOL,NY,ROCHESTER,261,http://www.csarochester.org/,Independent charter district,1
3813400,MT PLEASANT 4,ND,Rolla,261,http://www.mt-pleasant.k12.nd.us/,Regular public school district that is not a component of a supervisory union,2
4800265,AUSTIN DISCOVERY SCHOOL,TX,AUSTIN,261,http://www.austindiscoveryschool.org,Independent charter district,1
4830780,MILFORD ISD,TX,MILFORD,261,http://www.milfordisd.org,Regular public school district that is not a component of a supervisory union,2
0601940,Altus Schools East County District,CA,El Cajon,260,http://www.grossmontsecondarycharter.com,Independent charter district,1
0601957,KIPP San Francisco College Preparatory District,CA,San Francisco,260,http://sfcollegeprep.kippnorcal.org/,Independent charter district,1
0602300,ICEF View Park Preparatory Middle District,CA,Los Angeles,260,http://www.icefps.org,Independent charter district,1
2311010,RSU 88/MSAD 24,ME,Van Buren,260,http://www.msad24.org,Regular public school district that is not a component of a supervisory union,3
2929490,STEWARTSVILLE C-2,MO,STEWARTSVILLE,260,http://www.stewartsville.k12.mo.us,Regular public school district that is not a component of a supervisory union,2
3805850,EDGELEY 3,ND,Edgeley,260,http://www.edgeley.k12.nd.us/,Regular public school district that is not a component of a supervisory union,3
4400033,Kingston Hill Academy,RI,Saunderstown,260,,Independent charter district,1
4823040,HERMLEIGH ISD,TX,HERMLEIGH,260,http://www.hermleigh.esc14.net,Regular public school district that is not a component of a supervisory union,1
5307800,Selkirk School District,WA,METALINE FALLS,260,http://www.selkirkschools.org,Regular public school district that is not a component of a supervisory union,3
5507560,La Farge School District,WI,La Farge,260,http://www.lafarge.k12.wi.us,Regular public school district that is not a component of a supervisory union,4
0601493,Downtown Charter Academy District,CA,Oakland,259,http://www.amethodschools.org,Independent charter district,1
0601783,Mare Island Technology Academy District,CA,Vallejo,259,http://www.mitacademy.org,Independent charter district,1
0601939,Arts in Action Community Middle District,CA,Los Angeles,259,http://www.artsinactioncharter.org,Independent charter district,1
0620220,La Honda-Pescadero Unified,CA,Pescadero,259,http://www.lhpusd.com,Regular public school district that is not a component of a supervisory union,3
