leaid,lea_name,state,city,enrollment_2324,website,lea_type,operational_schools
0622710,Los Angeles Unified,CA,Los Angeles,419929,http://www.lausd.org,Regular public school district that is not a component of a supervisory union,785
1200390,MIAMI-DADE,FL,MIAMI,335500,http://www.dadeschools.net,Regular public school district that is not a component of a supervisory union,536
1709930,Chicago Public Schools Dist 299,IL,Chicago,322809,http://www.cps.k12.il.us,Regular public school district that is not a component of a supervisory union,643
3200060,Clark County,NV,Las Vegas,309394,http://www.ccsd.net/,Regular public school district that is not a component of a supervisory union,383
1200180,BROWARD,FL,FORT LAUDERDALE,251408,http://www.browardschools.com,Regular public school district that is not a component of a supervisory union,325
7200030,PUERTO RICO DEPARTMENT OF EDUCATION,PR,HATO REY,240910,http://www.de.pr.gov,Regular public school district that is not a component of a supervisory union,858
1200870,HILLSBOROUGH,FL,TAMPA,224152,http://www.sdhc.k12.fl.us/,Regular public school district that is not a component of a supervisory union,305
1201440,ORANGE,FL,ORLANDO,206815,http://www.ocps.net,Regular public school district that is not a component of a supervisory union,275
1201500,PALM BEACH,FL,WEST PALM BEACH,189777,http://www.palmbeachschools.org,Regular public school district that is not a component of a supervisory union,235
4823640,HOUSTON ISD,TX,HOUSTON,184109,http://www.houstonisd.org,Regular public school district that is not a component of a supervisory union,274
1302550,Gwinnett County,GA,Lawrenceville,182214,,Regular public school district that is not a component of a supervisory union,140
5101260,Fairfax County Public Schools,VA,Falls Church,180714,http://www.fcps.edu,Regular public school district that is not a component of a supervisory union,223
1500030,Hawaii Department of Education,HI,Honolulu,169308,http://www.hawaiipublicschools.org,Regular public school district that is not a component of a supervisory union,295
3704720,Wake County Schools,NC,Cary,161481,http://www.wcpss.net/,Regular public school district that is not a component of a supervisory union,197
2400480,Montgomery County Public Schools,MD,Rockville,160223,http://www.montgomeryschoolsmd.org,Regular public school district that is not a component of a supervisory union,211
3702970,Charlotte-Mecklenburg Schools,NC,Charlotte,144116,http://www.cmsk12.org,Regular public school district that is not a component of a supervisory union,184
4816230,DALLAS ISD,TX,DALLAS,139246,http://www.dallasisd.org,Regular public school district that is not a component of a supervisory union,240
2400510,Prince George's County Public Schools,MD,Upper Marlboro,131310,http://www.pgcps.org,Regular public school district that is not a component of a supervisory union,199
1200480,DUVAL,FL,JACKSONVILLE,127971,http://www.duvalschools.org,Regular public school district that is not a component of a supervisory union,208
4816110,CYPRESS-FAIRBANKS ISD,TX,CYPRESS,118470,http://www.cfisd.net,Regular public school district that is not a component of a supervisory union,93
4218990,Philadelphia City SD,PA,Philadelphia,117907,http://www.philasd.org,Regular public school district that is not a component of a supervisory union,220
1201590,POLK,FL,BARTOW,111041,http://www.polk-fl.net,Regular public school district that is not a component of a supervisory union,167
2400120,Baltimore County Public Schools,MD,Towson,110275,http://www.bcps.org,Regular public school district that is not a component of a supervisory union,179
4700148,Memphis-Shelby County Schools,TN,Memphis,110057,http://www.scsk12.org,Regular public school district that is not a component of a supervisory union,222
1301290,Cobb County,GA,Marietta,106358,,Regular public school district that is not a component of a supervisory union,110
4833120,NORTHSIDE ISD,TX,SAN ANTONIO,101095,http://www.nisd.net,Regular public school district that is not a component of a supervisory union,126
1201080,LEE,FL,FORT MYERS,100064,http://www.leeschools.net/,Regular public school district that is not a component of a supervisory union,120
0634320,San Diego Unified,CA,San Diego,95492,http://www.sandi.net,Regular public school district that is not a component of a supervisory union,175
2102990,Jefferson County,KY,Louisville,94793,http://www.jefferson.kyschools.us/,Regular public school district that is not a component of a supervisory union,171
4825170,KATY ISD,TX,KATY,94785,http://www.katyisd.org/,Regular public school district that is not a component of a supervisory union,78
1301740,DeKalb County,GA,Stone Mountain,91398,,Regular public school district that is not a component of a supervisory union,131
1201560,PINELLAS,FL,LARGO,91021,http://www.pcsb.org,Regular public school district that is not a component of a supervisory union,153
5103130,Prince William County Public Schools,VA,Manassas,90550,http://www.pwcs.edu,Regular public school district that is not a component of a supervisory union,99
0803360,School District No. 1 in the county of Denver and State of C,CO,DENVER,88258,http://www.dpsk12.org,Regular public school district that is not a component of a supervisory union,197
1302280,Fulton County,GA,Atlanta,88043,,Regular public school district that is not a component of a supervisory union,106
4900030,Alpine District,UT,American Fork,87051,http://www.alpineschools.org,Regular public school district that is not a component of a supervisory union,91
1201530,PASCO,FL,LAND O LAKES,85855,http://WWW.PASCO.K12.FL.US,Regular public school district that is not a component of a supervisory union,106
2400060,Anne Arundel County Public Schools,MD,Annapolis,84346,http://www.aacps.org,Regular public school district that is not a component of a supervisory union,126
5102250,Loudoun County Public Schools,VA,Ashburn,81636,http://www.lcps.org,Regular public school district that is not a component of a supervisory union,100
4703180,Davidson County,TN,Nashville,80468,http://www.mnps.org,Regular public school district that is not a component of a supervisory union,162
4819650,FORT BEND ISD,TX,SUGAR LAND,80206,http://www.fortbend.k12.tx.us/,Regular public school district that is not a component of a supervisory union,83
4502310,Greenville 01,SC,Greenville,78371,http://www.greenville.k12.sc.us,Regular public school district that is not a component of a supervisory union,93
4800211,IDEA PUBLIC SCHOOLS,TX,WESLACO,76819,http://www.ideapublicschools.org,Independent charter district,123
3500060,ALBUQUERQUE,NM,ALBUQUERQUE,76756,http://www.aps.edu,Regular public school district that is not a component of a supervisory union,174
2400090,Baltimore City Public Schools,MD,Baltimore,75811,http://www.baltimorecityschools.org,Regular public school district that is not a component of a supervisory union,151
1201470,OSCEOLA,FL,KISSIMMEE,74289,http://www.osceolaschools.net,Regular public school district that is not a component of a supervisory union,86
0804800,Jefferson County School District No. R-1,CO,GOLDEN,74251,http://www.jeffcopublicschools.org/,Regular public school district that is not a component of a supervisory union,148
1200150,BREVARD,FL,VIERA,73810,http://www.brevardschools.org,Regular public school district that is not a component of a supervisory union,109
4808940,AUSTIN ISD,TX,AUSTIN,72830,http://www.austinisd.org,Regular public school district that is not a component of a supervisory union,123
4900210,Davis District,UT,Farmington,72499,http://vhs.davis.k12.ut.us/,Regular public school district that is not a component of a supervisory union,96
4815000,CONROE ISD,TX,CONROE,72352,http://www.conroeisd.net,Regular public school district that is not a component of a supervisory union,66
4819700,FORT WORTH ISD,TX,FORT WORTH,71060,http://www.fwisd.org,Regular public school district that is not a component of a supervisory union,138
0614550,Fresno Unified,CA,Fresno,68568,http://www.fresnounified.org,Regular public school district that is not a component of a supervisory union,101
3701920,Guilford County Schools,NC,Greensboro,67832,http://www.gcsnc.com,Regular public school district that is not a component of a supervisory union,124
5509600,Milwaukee School District,WI,Milwaukee,66864,http://www.milwaukee.k12.wi.us,Regular public school district that is not a component of a supervisory union,156
4820010,FRISCO ISD,TX,FRISCO,66698,http://www.friscoisd.org,Regular public school district that is not a component of a supervisory union,77
1201710,SEMINOLE,FL,SANFORD,65443,http://www.scps.k12.fl.us/,Regular public school district that is not a component of a supervisory union,76
5103840,Virginia Beach City Public Schools,VA,Virginia Beach,64986,http://www.vbschools.com,Regular public school district that is not a component of a supervisory union,88
5100840,Chesterfield County Public Schools,VA,Chesterfield,64132,http://www.mychesterfieldschools.com/,Regular public school district that is not a component of a supervisory union,73
0622500,Long Beach Unified,CA,Long Beach,63966,http://www.lbschools.net,Regular public school district that is not a component of a supervisory union,82
3200480,Washoe County,NV,RENO,63777,http://www.washoeschools.net,Regular public school district that is not a component of a supervisory union,115
1201920,VOLUSIA,FL,DELAND,62742,http://MyVolusiaSchools.org,Regular public school district that is not a component of a supervisory union,89
0612330,Elk Grove Unified,CA,Elk Grove,62603,http://www.egusd.net,Regular public school district that is not a component of a supervisory union,67
3200001,State Sponsored Charter Schools,NV,CARSON CITY,61883,http://charterschools.nv.gov/,Independent charter district,81
0803450,Douglas County School District No. Re 1,CO,CASTLE ROCK,61409,http://www.dcsdk12.org,Regular public school district that is not a component of a supervisory union,89
4702220,Knox County,TN,Knoxville,60604,http://www.knoxschools.org/,Regular public school district that is not a component of a supervisory union,94
4900360,Granite District,UT,SALT LAKE CITY,60270,http://www.graniteschools.org,Regular public school district that is not a component of a supervisory union,86
3600103,NEW YORK CITY GEOGRAPHIC DISTRICT #31,NY,STATEN ISLAND,60047,,Regular public school district that is a component of a supervisory union,74
4900420,Jordan District,UT,WEST JORDAN,59145,http://www.jordandistrict.org,Regular public school district that is not a component of a supervisory union,69
4807710,ALDINE ISD,TX,HOUSTON,57844,http://www.aldineisd.org,Regular public school district that is not a component of a supervisory union,80
2400420,Howard County Public Schools,MD,Ellicott City,57633,http://www.hcpss.org,Regular public school district that is not a component of a supervisory union,78
4832940,NORTH EAST ISD,TX,SAN ANTONIO,57374,http://www.neisd.net,Regular public school district that is not a component of a supervisory union,75
0404970,Mesa Unified District (4235),AZ,MESA,57204,http://www.mpsaz.org/,Regular public school district that is not a component of a supervisory union,78
3600077,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NY,NEW YORK,55421,,Regular public school district that is a component of a supervisory union,119
1302220,Forsyth County,GA,Cumming,54984,http://www.forsyth.k12.ga.us,Regular public school district that is not a component of a supervisory union,42
4808700,ARLINGTON ISD,TX,ARLINGTON,54750,http://www.aisd.net,Regular public school district that is not a component of a supervisory union,75
4825740,KLEIN ISD,TX,KLEIN,53093,http://www.kleinisd.net,Regular public school district that is not a component of a supervisory union,52
1201230,MANATEE,FL,BRADENTON,52895,http://www.manateeschools.net/,Regular public school district that is not a component of a supervisory union,82
3701500,Winston Salem / Forsyth County Schools,NC,Winston Salem,52157,http://wsfcs.k12.nc.us/,Regular public school district that is not a component of a supervisory union,81
0802910,Cherry Creek School District No. 5 in the county of Arapah,CO,GREENWOOD VILLAGE,51808,http://www.cherrycreekschools.org,Regular public school district that is not a component of a supervisory union,70
3174820,OMAHA PUBLIC SCHOOLS,NE,OMAHA,51693,,Regular public school district that is not a component of a supervisory union,112
4820340,GARLAND ISD,TX,GARLAND,51659,http://www.garlandisd.net,Regular public school district that is not a component of a supervisory union,78
4703690,Rutherford County,TN,Murfreesboro,51595,http://www.rcschools.net,Regular public school district that is not a component of a supervisory union,51
1201740,ST. JOHNS,FL,ST AUGUSTINE,51434,http://www.stjohns.k12.fl.us/,Regular public school district that is not a component of a supervisory union,55
1100030,District of Columbia Public Schools,DC,Washington,51294,http://www.schoolwithinschool.org,Regular public school district that is not a component of a supervisory union,117
0102370,Mobile County,AL,Mobile,50929,http://www.mcpss.com,Regular public school district that is not a component of a supervisory union,92
3600098,NEW YORK CITY GEOGRAPHIC DISTRICT #24,NY,CORONA,50843,,Regular public school district that is a component of a supervisory union,57
1301230,Clayton County,GA,Jonesboro,50832,http://www.clayton.k12.ga.us,Regular public school district that is not a component of a supervisory union,67
5307710,Seattle School District No. 1,WA,SEATTLE,50770,http://www.seattleschools.org,Regular public school district that is not a component of a supervisory union,109
2200840,Jefferson Parish,LA,Harvey,50467,,Regular public school district that is not a component of a supervisory union,75
5101890,Henrico County Public Schools,VA,Henrico,50463,http://www.henricoschools.us,Regular public school district that is not a component of a supervisory union,81
4501440,Charleston 01,SC,Charleston,50400,http://www.ccsdschools.com/,Regular public school district that is not a component of a supervisory union,82
0609850,Corona-Norco Unified,CA,Norco,50256,http://www.cnusd.k12.ca.us,Regular public school district that is not a component of a supervisory union,53
1300120,Atlanta Public Schools,GA,Atlanta,49660,,Regular public school district that is not a component of a supervisory union,87
3700011,Cumberland County Schools,NC,Fayetteville,49314,http://www.ccs.k12.nc.us,Regular public school district that is not a component of a supervisory union,86
4818300,EL PASO ISD,TX,EL PASO,49139,http://www.episd.org,Regular public school district that is not a component of a supervisory union,75
0634410,San Francisco Unified,CA,San Francisco,48736,http://www.sfusd.edu,Regular public school district that is not a component of a supervisory union,113
4823910,HUMBLE ISD,TX,HUMBLE,48552,http://www.humbleisd.net,Regular public school district that is not a component of a supervisory union,50
4827300,LEWISVILLE ISD,TX,LEWISVILLE,48440,http://www.lisd.net/,Regular public school district that is not a component of a supervisory union,62
1201050,LAKE,FL,TAVARES,48285,http://www.lake.k12.fl.us/,Regular public school district that is not a component of a supervisory union,61
1200330,COLLIER,FL,NAPLES,48282,http://www.CollierSchools.com,Regular public school district that is not a component of a supervisory union,74
2601103,Detroit Public Schools Community District,MI,DETROIT,48271,http://www.detroitk12.org,Regular public school district that is not a component of a supervisory union,106
4502490,Horry 01,SC,Conway,48205,http://www.horrycountyschools.net/,Regular public school district that is not a component of a supervisory union,57
4835100,PLANO ISD,TX,PLANO,47899,http://www.pisd.edu/,Regular public school district that is not a component of a supervisory union,77
2400330,Frederick County Public Schools,MD,Frederick,47681,http://www.fcps.org,Regular public school district that is not a component of a supervisory union,69
4834320,PASADENA ISD,TX,PASADENA,47486,http://www1.pasadenaisd.org,Regular public school district that is not a component of a supervisory union,67
4840710,SOCORRO ISD,TX,EL PASO,47304,http://www.sisd.net,Regular public school district that is not a component of a supervisory union,51
1201770,ST. LUCIE,FL,PORT ST LUCIE,46987,http://www.stlucieschools.org,Regular public school district that is not a component of a supervisory union,53
3600151,NEW YORK CITY GEOGRAPHIC DISTRICT #20,NY,BROOKLYN,46673,,Regular public school district that is a component of a supervisory union,45
2012990,Wichita,KS,Wichita,46516,http://www.usd259.org,Regular public school district that is not a component of a supervisory union,87
4838080,ROUND ROCK ISD,TX,ROUND ROCK,46197,http://www.roundrockisd.org,Regular public school district that is not a component of a supervisory union,60
4701590,Hamilton County,TN,Chattanooga,45790,http://www.hcde.org/,Regular public school district that is not a component of a supervisory union,81
2502790,Boston,MA,Roxbury,45742,http://www.bostonpublicschools.org,Regular public school district that is not a component of a supervisory union,109
1201260,MARION,FL,OCALA,45547,http://www.marion.k12.fl.us/,Regular public school district that is not a component of a supervisory union,64
1201680,SARASOTA,FL,SARASOTA,45314,http://www.SarasotaCountySchools.net,Regular public school district that is not a component of a supervisory union,63
3904380,Columbus City Schools District,OH,Columbus,45181,http://www.ccsoh.us/,Regular public school district that is not a component of a supervisory union,116
0634170,San Bernardino City Unified,CA,San Bernardino,44712,http://www.sbcusd.com,Regular public school district that is not a component of a supervisory union,76
4838730,SAN ANTONIO ISD,TX,SAN ANTONIO,44670,http://www.saisd.net/,Regular public school district that is not a component of a supervisory union,98
4826580,LAMAR CISD,TX,ROSENBERG,44512,http://www.lcisd.org/,Regular public school district that is not a component of a supervisory union,47
4900630,Nebo District,UT,Spanish Fork,44446,http://www.nebo.edu,Regular public school district that is not a component of a supervisory union,49
4110040,Portland SD 1J,OR,Portland,44039,http://www.pps.net,Regular public school district that is not a component of a supervisory union,86
4825660,KILLEEN ISD,TX,KILLEEN,43864,http://www.killeenisd.org,Regular public school district that is not a component of a supervisory union,54
3600087,NEW YORK CITY GEOGRAPHIC DISTRICT #10,NY,BRONX,43655,,Regular public school district that is a component of a supervisory union,83
0200180,Anchorage School District,AK,Anchorage,43363,http://www.asdk12.org,Regular public school district that is not a component of a supervisory union,94
0609030,Clovis Unified,CA,Clovis,43291,http://www.cusd.com,Regular public school district that is not a component of a supervisory union,50
1302820,Henry County,GA,McDonough,43258,,Regular public school district that is not a component of a supervisory union,50
0619540,Kern High,CA,Bakersfield,43116,http://www.kernhigh.org,Regular public school district that is not a component of a supervisory union,25
0401870,Chandler Unified District #80 (4242),AZ,CHANDLER,42832,http://www.cusd80.com,Regular public school district that is not a component of a supervisory union,44
3411340,Newark Public School District,NJ,Newark,42791,http://WWW.NPS.K12.NJ.US,Regular public school district that is not a component of a supervisory union,64
4827030,LEANDER ISD,TX,LEANDER,42593,http://www.leanderisd.org,Regular public school district that is not a component of a supervisory union,52
2200540,East Baton Rouge Parish,LA,Baton Rouge,42590,,Regular public school district that is not a component of a supervisory union,83
1301110,Cherokee County,GA,Canton,42016,,Regular public school district that is not a component of a supervisory union,37
4704530,Williamson County,TN,Franklin,41909,http://www.wcs.edu,Regular public school district that is not a component of a supervisory union,52
2101860,Fayette County,KY,Lexington,41697,http://www.fcps.net/,Regular public school district that is not a component of a supervisory union,79
3704620,Union County Public Schools,NC,Monroe,41687,http://www.ucps.k12.nc.us,Regular public school district that is not a component of a supervisory union,52
3600123,NEW YORK CITY GEOGRAPHIC DISTRICT #27,NY,OZONE PARK,41663,,Regular public school district that is a component of a supervisory union,63
3172840,LINCOLN PUBLIC SCHOOLS,NE,LINCOLN,41654,,Regular public school district that is not a component of a supervisory union,78
4843650,UNITED ISD,TX,LAREDO,41203,http://www.uisd.net,Regular public school district that is not a component of a supervisory union,50
0408800,Tucson Unified District (4403),AZ,TUCSON,40929,http://www.tusd1.org,Regular public school district that is not a component of a supervisory union,90
0607440,Capistrano Unified,CA,San Juan Capistrano,40836,http://www.capousd.org,Regular public school district that is not a component of a supervisory union,59
5100810,Chesapeake City Public Schools,VA,Chesapeake,40576,http://www.cpschools.com,Regular public school district that is not a component of a supervisory union,48
4814280,CLEAR CREEK ISD,TX,LEAGUE CITY,40132,http://www.ccisd.net,Regular public school district that is not a component of a supervisory union,47
4807830,ALIEF ISD,TX,HOUSTON,39474,http://www.aliefisd.net,Regular public school district that is not a component of a supervisory union,47
1200300,CLAY,FL,GREEN COVE SPRINGS,39362,http://oneclay.net,Regular public school district that is not a component of a supervisory union,54
4703030,Montgomery County,TN,Clarksville,39345,http://www.cmcss.net,Regular public school district that is not a component of a supervisory union,44
4501170,Berkeley 01,SC,Moncks Corner,39265,http://www.bcsdschools.net/,Regular public school district that is not a component of a supervisory union,47
1602100,JOINT SCHOOL DISTRICT NO. 2,ID,MERIDIAN,38991,,Regular public school district that is not a component of a supervisory union,61
0633150,Riverside Unified,CA,Riverside,38855,http://www.riversideunified.org,Regular public school district that is not a component of a supervisory union,49
4110820,Salem-Keizer SD 24J,OR,Salem,38818,http://www.salkeiz.k12.or.us,Regular public school district that is not a component of a supervisory union,65
2201650,St. Tammany Parish,LA,Covington,38794,,Regular public school district that is not a component of a supervisory union,55
2703180,Anoka-Hennepin School District,MN,ANOKA,38631,http://www.ahschools.us/,Regular public school district that is not a component of a supervisory union,51
0634620,San Juan Unified,CA,Carmichael,38488,http://www.sanjuan.edu,Regular public school district that is not a component of a supervisory union,68
0633840,Sacramento City Unified,CA,Sacramento,38268,http://www.scusd.edu,Regular public school district that is not a component of a supervisory union,73
4830390,MESQUITE ISD,TX,MESQUITE,38265,http://www.mesquiteisd.org,Regular public school district that is not a component of a supervisory union,51
0802340,Aurora Joint District No. 28 of the counties of Adams and A,CO,AURORA,38178,http://aurorak12.org,Regular public school district that is not a component of a supervisory union,58
2400390,Harford County Public Schools,MD,Bel Air,38105,http://www.hcps.org,Regular public school district that is not a component of a supervisory union,55
3600100,NEW YORK CITY GEOGRAPHIC DISTRICT #28,NY,JAMAICA,38052,,Regular public school district that is a component of a supervisory union,50
4101920,Beaverton SD 48J,OR,Beaverton,38049,http://beaverton.k12.or.us,Regular public school district that is not a component of a supervisory union,56
0635310,Santa Ana Unified,CA,Santa Ana,38031,http://www.sausd.k12.ca.us,Regular public school district that is not a component of a supervisory union,52
0614880,Garden Grove Unified,CA,Garden Grove,37763,http://www.ggusd.us,Regular public school district that is not a component of a supervisory union,66
0684500,Irvine Unified,CA,Irvine,37731,http://www.iusd.org,Regular public school district that is not a component of a supervisory union,45
4901140,Washington District,UT,St. George,37575,http://www.washk12.org,Regular public school district that is not a component of a supervisory union,56
3600102,NEW YORK CITY GEOGRAPHIC DISTRICT #30,NY,LONG ISLAND CITY,37414,,Regular public school district that is a component of a supervisory union,52
3702370,Johnston County Public Schools,NC,Smithfield,37289,http://www.johnston.k12.nc.us,Regular public school district that is not a component of a supervisory union,48
1200510,ESCAMBIA,FL,PENSACOLA,37203,http://www.ecsd-fl.schoolloop.com,Regular public school district that is not a component of a supervisory union,70
4837020,RICHARDSON ISD,TX,RICHARDSON,37085,http://www.risd.org,Regular public school district that is not a component of a supervisory union,55
4811680,BROWNSVILLE ISD,TX,BROWNSVILLE,37065,http://www.bisd.us,Regular public school district that is not a component of a supervisory union,56
4828920,MANSFIELD ISD,TX,MANSFIELD,35851,http://www.mansfieldisd.org,Regular public school district that is not a component of a supervisory union,48
1301020,Savannah-Chatham County,GA,Savannah,35781,,Regular public school district that is not a component of a supervisory union,58
0101920,Jefferson County,AL,Birmingham,35671,http://www.jefcoed.com,Regular public school district that is not a component of a supervisory union,57
0406250,Peoria Unified School District (4237),AZ,GLENDALE,35466,http://www.peoriaunified.org,Regular public school district that is not a component of a supervisory union,44
0638640,Sweetwater Union High,CA,Chula Vista,35226,http://www.sweetwaterschools.org/,Regular public school district that is not a component of a supervisory union,29
2200300,Caddo Parish,LA,Shreveport,35044,,Regular public school district that is not a component of a supervisory union,58
3700530,Cabarrus County Schools,NC,Concord,35021,http://www.cabarrus.k12.nc.us/,Regular public school district that is not a component of a supervisory union,44
0806900,Adams 12 Five Star Schools,CO,THORNTON,34998,http://www.adams12.org,Regular public school district that is not a component of a supervisory union,54
0631530,Poway Unified,CA,San Diego,34935,http://www.powayusd.com,Regular public school district that is not a component of a supervisory union,39
4846680,YSLETA ISD,TX,EL PASO,34918,http://www.yisd.net,Regular public school district that is not a component of a supervisory union,49
3904375,Cincinnati Public Schools,OH,Cincinnati,34860,http://www.cps-k12.org/,Regular public school district that is not a component of a supervisory union,66
2801320,DESOTO CO SCHOOL DIST,MS,Hernando,34819,,Regular public school district that is not a component of a supervisory union,42
3600122,NEW YORK CITY GEOGRAPHIC DISTRICT #25,NY,FLUSHING,34702,,Regular public school district that is a component of a supervisory union,46
1713710,SD U-46,IL,Elgin,34553,http://www.u-46.org,Regular public school district that is not a component of a supervisory union,56
0638010,Stockton Unified,CA,Stockton,34544,http://www.stocktonusd.net,Regular public school district that is not a component of a supervisory union,54
3600152,NEW YORK CITY GEOGRAPHIC DISTRICT #21,NY,BROOKLYN,34525,,Regular public school district that is a component of a supervisory union,40
4800264,KIPP TEXAS PUBLIC SCHOOLS,TX,HOUSTON,34111,http://www.kipptexas.org,Independent charter district,56
4841220,SPRING ISD,TX,HOUSTON,33935,http://www.springisd.org/,Regular public school district that is not a component of a supervisory union,43
0628050,Oakland Unified,CA,Oakland,33916,http://www.ousd.org,Regular public school district that is not a component of a supervisory union,82
3904378,Cleveland Municipal,OH,Cleveland,33841,http://clevelandmetroschools.org/,Regular public school district that is not a component of a supervisory union,93
4818180,EDINBURG CISD,TX,EDINBURG,33810,http://www.ecisd.us,Regular public school district that is not a component of a supervisory union,46
4030240,TULSA,OK,Tulsa,33562,http://www.tulsaschools.org,Regular public school district that is not a component of a supervisory union,69
4818000,ECTOR COUNTY ISD,TX,ODESSA,33426,http://www.ectorcountyisd.org,Regular public school district that is not a component of a supervisory union,46
4841100,SPRING BRANCH ISD,TX,HOUSTON,33407,http://www.springbranchisd.com,Regular public school district that is not a component of a supervisory union,47
4825260,KELLER ISD,TX,KELLER,33250,http://www.kellerisd.net,Regular public school district that is not a component of a supervisory union,42
0613920,Fontana Unified,CA,Fontana,33205,http://www.fusd.net,Regular public school district that is not a component of a supervisory union,44
4900142,Canyons District,UT,SANDY,33196,http://www.canyonsdistrict.org,Regular public school district that is not a component of a supervisory union,50
0614400,Fremont Unified,CA,Fremont,33063,http://fremontunified.org/,Regular public school district that is not a component of a supervisory union,44
4815270,CORPUS CHRISTI ISD,TX,CORPUS CHRISTI,33053,http://www.ccisd.us,Regular public school district that is not a component of a supervisory union,54
4022770,OKLAHOMA CITY,OK,Oklahoma City,32899,http://www.okcps.org,Regular public school district that is not a component of a supervisory union,58
4816740,DENTON ISD,TX,DENTON,32866,http://www.dentonisd.org,Regular public school district that is not a component of a supervisory union,46
0407750,Deer Valley Unified District (4246),AZ,PHOENIX,32837,http://dvusd.org,Regular public school district that is not a component of a supervisory union,41
3600088,NEW YORK CITY GEOGRAPHIC DISTRICT #11,NY,BRONX,32583,,Regular public school district that is a component of a supervisory union,62
4901200,Weber District,UT,OGDEN,32443,http://www.wsd.net,Regular public school district that is not a component of a supervisory union,52
1201380,OKALOOSA,FL,FORT WALTON BEACH,32426,http://www.okaloosaschools.com/,Regular public school district that is not a component of a supervisory union,52
0403400,Gilbert Unified District (4239),AZ,GILBERT,32402,http://www.gilbertschools.net,Regular public school district that is not a component of a supervisory union,38
2733840,Saint Paul Public Schools,MN,SAINT PAUL,32145,http://www.spps.org/,Regular public school district that is not a component of a supervisory union,102
1304020,Paulding County,GA,Dallas,31831,,Regular public school district that is not a component of a supervisory union,33
0100270,Baldwin County,AL,Bay Minette,31818,http://www.bcbe.org,Regular public school district that is not a component of a supervisory union,44
1201110,LEON,FL,TALLAHASSEE,31769,http://www.leonschools.net,Regular public school district that is not a component of a supervisory union,56
0805370,St. Vrain Valley School District No. Re1J,CO,LONGMONT,31757,http://www.svvsd.org,Regular public school district that is not a component of a supervisory union,54
3600153,NEW YORK CITY GEOGRAPHIC DISTRICT #22,NY,BROOKLYN,31726,,Regular public school district that is a component of a supervisory union,40
5103660,Stafford County Public Schools,VA,Stafford,31547,http://www.staffordschools.net,Regular public school district that is not a component of a supervisory union,34
4824420,IRVING ISD,TX,IRVING,31485,http://www.irvingisd.net,Regular public school district that is not a component of a supervisory union,38
0625800,Moreno Valley Unified,CA,Moreno Valley,31344,http://www.mvusd.net,Regular public school district that is not a component of a supervisory union,39
3701260,Durham Public Schools,NC,Durham,31339,http://www.dpsnc.net,Regular public school district that is not a component of a supervisory union,56
2200870,Lafayette Parish,LA,Lafayette,30991,,Regular public school district that is not a component of a supervisory union,44
5304230,Lake Washington School District,WA,REDMOND,30882,http://www.lwsd.org,Regular public school district that is not a component of a supervisory union,57
1302880,Houston County,GA,Perry,30826,,Regular public school district that is not a component of a supervisory union,37
4833180,NORTHWEST ISD,TX,JUSTIN,30736,http://www.nisdtx.org,Regular public school district that is not a component of a supervisory union,34
4704020,Sumner County,TN,Gallatin,30661,http://www.sumnerschools.org,Regular public school district that is not a component of a supervisory union,52
1908970,Des Moines Independent Comm School District,IA,Des Moines,30277,http://www.dmschools.org,Regular public school district that is not a component of a supervisory union,59
3701620,Gaston County Schools,NC,Gastonia,30253,http://www.gaston.k12.nc.us,Regular public school district that is not a component of a supervisory union,56
4834860,PHARR-SAN JUAN-ALAMO ISD,TX,PHARR,30008,http://www.psjaisd.us,Regular public school district that is not a component of a supervisory union,44
3605850,BUFFALO CITY SCHOOL DISTRICT,NY,BUFFALO,29866,http://www.buffaloschools.org,Regular public school district that is not a component of a supervisory union,61
1201650,SANTA ROSA,FL,MILTON,29824,http://www.santarosa.k12.fl.us/,Regular public school district that is not a component of a supervisory union,42
0803990,Poudre School District R-1,CO,FORT COLLINS,29772,http://www.psdschools.org/,Regular public school district that is not a component of a supervisory union,52
4808090,ALVIN ISD,TX,ROSHRON,29740,http://www.alvinisd.net,Regular public school district that is not a component of a supervisory union,35
4808130,AMARILLO ISD,TX,AMARILLO,29729,http://www.amaisd.org,Regular public school district that is not a component of a supervisory union,55
1303870,Muscogee County,GA,Columbus,29698,,Regular public school district that is not a component of a supervisory union,53
3600099,NEW YORK CITY GEOGRAPHIC DISTRICT #26,NY,BAYSIDE,29442,,Regular public school district that is a component of a supervisory union,34
1304380,Richmond County,GA,Augusta,29384,,Regular public school district that is not a component of a supervisory union,50
0626370,Mt. Diablo Unified,CA,Concord,29356,http://www.mdusd.org,Regular public school district that is not a component of a supervisory union,52
2200330,Calcasieu Parish,LA,Lake Charles,29282,,Regular public school district that is not a component of a supervisory union,56
4814730,COMAL ISD,TX,NEW BRAUNFELS,29263,http://www.comalisd.org,Regular public school district that is not a component of a supervisory union,38
0635130,San Ramon Valley Unified,CA,Danville,29235,http://www.srvusd.net,Regular public school district that is not a component of a supervisory union,37
2732390,ROSEMOUNT-APPLE VALLEY-EAGAN,MN,ROSEMOUNT,29115,http://www.district196.org/,Regular public school district that is not a component of a supervisory union,40
2721240,Minneapolis Public School District,MN,MINNEAPOLIS,29063,http://www.mpls.k12.mn.us/,Regular public school district that is not a component of a supervisory union,98
